Title,Desc,BodyPart
AM Bodyweight Squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Quadriceps
High knees sprawl drill,"The high knees sprawl drill is a full-body, cardio and strength-focused exercise. It can be performed for reps or time in a fast-paced circuit or other workout.",Quadriceps
UP Bulgarian Split Squat,"The dumbbell Bulgaria split squat is a single-leg exercise targeting the quads, glutes, and hamstrings.",Quadriceps
UN Forward Lunge,No Desc,Quadriceps
UN Front Foot Elevated Split Squat,No Desc,Quadriceps
UNS Half-Kneeling Hip Flexor Stretch,No Desc,Quadriceps
UNS Low Depth Jump,No Desc,Quadriceps
UNS Forward-To-Reverse Lunge,No Desc,Quadriceps
Holman Towel Squat Thrust,No Desc,Quadriceps
Holman Towel Alternating Prisoner Squat,No Desc,Quadriceps
Holman Towel Alternating Lateral Lunge,No Desc,Quadriceps
Holman Squat Pull-Through Jump,No Desc,Quadriceps
Holman 180 Jump,No Desc,Quadriceps
Holman Foot-Elevated Knee-Up to Squat,No Desc,Quadriceps
Holman Feet-Elevated Squat Thrust,No Desc,Quadriceps
Holman Hands-Elevated Lunge Jump,No Desc,Quadriceps
Holman Hands-Elevated Jack to Split Jump,No Desc,Quadriceps
Holman Hands-Elevated Wide Squat Thrust,No Desc,Quadriceps
Holman Hands-Elevated Squat Thrust to Split Jack,No Desc,Quadriceps
Holman Squat Jump,No Desc,Quadriceps
Holman Squat Pulse,No Desc,Quadriceps
Holman Jump-Out Push-Up,No Desc,Quadriceps
Holman Alternating Forward Lunge,No Desc,Quadriceps
Holman Burpee to Jump,No Desc,Quadriceps
Holman Pilates Single-Leg Stretch,No Desc,Quadriceps
Holman Alternating Reverse Prisoner Lunge,No Desc,Quadriceps
Holman Narrow-Wide Squat Jump to 180 Jump,No Desc,Quadriceps
Holman 180 Jump to Lunge,No Desc,Quadriceps
Holman Imaginary Jump Rope,No Desc,Quadriceps
Holman Fast Feet with Hands Up,No Desc,Quadriceps
Holman Hands-Elevated Alternating Lunge Jump,No Desc,Quadriceps
Holman Right Split Lunge,No Desc,Quadriceps
Holman Left Split Lunge,No Desc,Quadriceps
Holman Plyometric Jump,No Desc,Quadriceps
Holman Quad Touch Jump,No Desc,Quadriceps
Holman Skate,No Desc,Quadriceps
Holman Lunge Jump,No Desc,Quadriceps
Holman Flying Squat Thrust,No Desc,Quadriceps
Holman 90-Degree Jump,No Desc,Quadriceps
Holman Half Jack to 180 Jump,No Desc,Quadriceps
Holman Quick Feet to Quad Touch Jump,No Desc,Quadriceps
Holman Squat Thrust to Push-Up to Super Woman,No Desc,Quadriceps
Holman Plyometric Jump to 180 Jump,No Desc,Quadriceps
Holman Standing Heel Click to Hands Down Heel Click,No Desc,Quadriceps
Holman Burpee to 180 Jump,No Desc,Quadriceps
Holman Traveling Low Jack to Belly Touch,No Desc,Quadriceps
Holman Flying Squat Thrust to Shoulder Tap,No Desc,Quadriceps
Holman Squat Jump to Alternating Side Lunge Jump,No Desc,Quadriceps
Holman Low Squat with Low Diagonal Dumbbell Punch,No Desc,Quadriceps
Holman Right Leg Hop to Right Reverse Lunge,No Desc,Quadriceps
Holman Left Leg Hop to Left Reverse Lunge,No Desc,Quadriceps
Holman Burpee to Open Stance,No Desc,Quadriceps
Holman Diagonal Squat Thrust to Renegade Forward Punch,No Desc,Quadriceps
Holman Bear Crawl,No Desc,Quadriceps
Holman Bear Crawl to Donkey Kick,No Desc,Quadriceps
Holman Bear Crawl to Froggy Push-Up,No Desc,Quadriceps
Holman Bear Crawl to Shoulder Tap,No Desc,Quadriceps
Holman Burpee to Tuck Jump,No Desc,Quadriceps
Holman Burpee to Flying Squat Thrust to Tuck Jump,No Desc,Quadriceps
Holman Forward Lunge to Reverse Lunge,No Desc,Quadriceps
Holman Renegade Lunge Jump,No Desc,Quadriceps
Holman Squat Jump to Lunge Jump,No Desc,Quadriceps
Holman Prisoner Reverse Lunge,No Desc,Quadriceps
Holman Wide-to-Narrow Squat Jump,No Desc,Quadriceps
Holman Donkey Run,No Desc,Quadriceps
Holman Weighted Wide-to-Narrow Squat Jump,No Desc,Quadriceps
Holman Wide-to-Narrow Donkey Kick,No Desc,Quadriceps
Holman Mule Kick,No Desc,Quadriceps
Holman Goal Post to Squat,No Desc,Quadriceps
Holman Frogger Squat to Heel Click,No Desc,Quadriceps
Holman Stair Sprint,No Desc,Quadriceps
Holman Stair Bear Crawl,No Desc,Quadriceps
Holman Burpee to Flying Squat Thrust,No Desc,Quadriceps
Holman Flying Squat Thrust to Push-Up,No Desc,Quadriceps
Holman Foot-Elevated Step-To-Lunge,No Desc,Quadriceps
Holman Split Lunge,No Desc,Quadriceps
Holman Stair Climb,No Desc,Quadriceps
Holman Burpee to Flying Jack,No Desc,Quadriceps
Holman Right Reverse Lunge,No Desc,Quadriceps
Holman Left Reverse Lunge,No Desc,Quadriceps
Holman Squat Tap to Hop,No Desc,Quadriceps
Holman Squat Tap to Jump-Forward-Jump-Back,No Desc,Quadriceps
Holman Squat Hip Drive,No Desc,Quadriceps
Holman Alternating Double Lunge Hop,No Desc,Quadriceps
Holman Right Reverse Lunge to Front Kick,No Desc,Quadriceps
Holman Right Leg Forward Lunge Hop,No Desc,Quadriceps
Holman Right Squat Thrust,No Desc,Quadriceps
Holman Left Reverse Lunge to Front Kick,No Desc,Quadriceps
Holman Left Leg Forward Lunge Hop,No Desc,Quadriceps
Holman Left Side Diagonal Burpee,No Desc,Quadriceps
Holman Left Squat Thrust,No Desc,Quadriceps
Holman Wide Squat Thrust,No Desc,Quadriceps
Holman Alternating Single-Leg Hop to Squat to 180 Jump,No Desc,Quadriceps
Holman Right Lunge Hop to Chest Press,No Desc,Quadriceps
Holman Left Lunge Hop to Overhead Press,No Desc,Quadriceps
Holman 180 Jump Hop Forward Hop Back,No Desc,Quadriceps
Holman Right Split Squat,No Desc,Quadriceps
Holman Left Split Squat,No Desc,Quadriceps
Holman Double Squat Pulse to 180 Jump,No Desc,Quadriceps
Holman Towel Left Side Squat,No Desc,Quadriceps
Holman Alternating Lunge Jump,No Desc,Quadriceps
Holman Lunge Jump to Squat Jump,No Desc,Quadriceps
Holman Burpee with Belly Touch,No Desc,Quadriceps
Bootstrapper squat,"The bootstrapper squat is a movement that improves mobility, muscular strength, and flexibility in the hips and hamstrings. It is usually performed as part of a dynamic warm-up for the lower body to mobilize the hips and improve squat form.",Quadriceps
Total Fitness Broad Jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump.",Quadriceps
Total Fitness Lateral Lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Quadriceps
Lateral shuffle,"The lateral shuffle is a common exercise in sports training and gym classes. It involves taking steps to one side and then steps to the other side. It can be performed as part of a circuit for athletes of any level, but is also a great movement for beginners.",Quadriceps
Total Fitness Skip,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically.",Quadriceps
Total Fitness Spider Lunge,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime.",Quadriceps
Spider lunge stretch,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime.",Quadriceps
Spider lunge with T-rotation,"The spider lunge with T-rotation is an exercise that produces a deep stretch in the glutes and hamstrings while also rotating and mobilizing the thoracic spine region. It is a great movement to include in a dynamic warm-up, or as mobility work anytime.",Quadriceps
Standing quad stretch,"The standing quad stretch is a simple exercise designed to stretch the quadriceps, the big muscles that cover most of the thighs. This is a static stretch, meaning it’s usually performed by holding the stretched position for a certain length of time.",Quadriceps
Vertical jump,"The vertical jump is an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Quadriceps
King Maker Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Quadriceps
King Maker Explosive High Jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Quadriceps
Muscle Beach Skip,No Desc,Quadriceps
Muscle Beach Broad Jump,No Desc,Quadriceps
Muscle Beach Sprint,No Desc,Quadriceps
Muscle Beach Front Kick,No Desc,Quadriceps
Muscle Beach Side Kick,No Desc,Quadriceps
Muscle Beach Spin Kick,No Desc,Quadriceps
Muscle Beach Freestyle Kick,No Desc,Quadriceps
MetaBurn Alternating Curtsy Lunge To Squat,No Desc,Quadriceps
MetaBurn Alternating Curtsy Lunge With High Knee,No Desc,Quadriceps
MetaBurn Alternating Diagonal Sprawl,No Desc,Quadriceps
MetaBurn Alternating Lateral Sprawl,No Desc,Quadriceps
MetaBurn Curtsy Lunge,No Desc,Quadriceps
MetaBurn Frogger,No Desc,Quadriceps
MetaBurn High Knee Rotation,No Desc,Quadriceps
MetaBurn Side-To-Side Lunge,No Desc,Quadriceps
MetaBurn Star Jump,No Desc,Quadriceps
MetaBurn Tuck Jump With Knee Slap,No Desc,Quadriceps
MetaBurn Lateral Bounding Hop,No Desc,Quadriceps
MetaBurn Double Lunge,No Desc,Quadriceps
Robertson Sprinter Step-Up,No Desc,Quadriceps
FYR2 Front Kick-Through,No Desc,Quadriceps
Lunge high-knee clap,"The lunge high-knee clap is a full-body, cardio-based exercise with emphasis on the lower body. It includes a clap under the front leg to make the movement more powerful and strict. It can be performed either for time or reps and is a great inclusion in a fat-loss or athleticism-focused circuit workout.",Quadriceps
FYR2 Plyo Split Squat,No Desc,Quadriceps
FYR2 Reverse Burpee,No Desc,Quadriceps
FYR2 Reverse Burpee to Regular Burpee,No Desc,Quadriceps
FYR2 Reverse Burpee Tuck Jump,No Desc,Quadriceps
FYR2 Sprawlee,No Desc,Quadriceps
FYR2 Squat Hold,No Desc,Quadriceps
FYR2 Squat Jump,No Desc,Quadriceps
FYR2 Squat Pulse,No Desc,Quadriceps
Sprinter burpee,The sprinter burpee is an explosive version of the burpee exercise that adds a sprinter jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.,Quadriceps
Shuttle run training,"Shuttle run training is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels.",Quadriceps
Medicine ball ninja,"The medicine ball ninja is a dynamic medicine ball movement that challenges both the upper and lower body, while also elevating the heart rate. It's a great movement to include in medicine ball or bodyweight circuit training to increase fatigue and burn serious calories while hammering the muscles of the legs.",Quadriceps
FYR Air Ball Plus Medicine Ball Jumping Sprawl,"The medicine ball air ball to jumping sprawl is a series of bodyweight and medicine ball movement strung together into a single sequence. They collectively target virtually every muscle in the body, as well as seriously challenging the cardiovascular system. It can be a single-movement workout if done for high reps, or part of a larger circuit workout.",Quadriceps
Medicine ball cowboy squat,"The medicine ball cowboy squat is an explosive exercise targeting the lower body, although several upper-body muscles play important supporting roles. The move involves performing jumping squats while holding a medicine ball overhead. It's commonly performed as part of a bodyweight and medicine ball circuit focused on fat loss or athleticism.",Quadriceps
Medicine ball jumping jill,"The medicine ball jumping jill is an explosive medicine ball exercise that is similar to a jumping jack but performed holding a medicine ball between the hands. It can be performed for time or reps in a dynamic warm-up or fat-loss or conditioning circuit, usually paired with other bodyweight or medicine ball movements.",Quadriceps
Alternate Leg Diagonal Bound,No Desc,Quadriceps
Sit Squats,No Desc,Quadriceps
Frog Hops,No Desc,Quadriceps
Dumbbell lateral hop to sprint,"The dumbbell lateral hop to sprint is a multi-part explosive exercise combining weighted hops with weighted sprinting. Adding dumbbells adds a challenge to the core and shoulders. Because balance can be a challenge, it is usually performed with relatively light weights, often as a component of fat-loss or athletic training.",Quadriceps
Smith machine lunge sprint,"The Smith machine lunge sprint is a lower-body power exercise performed with the bar of a Smith machine on the back. It is similar to an alternating jump lunge or ""scissor lunge,"" but with added weight. The contained bar of the Smith machine makes it safer and less of a balance challenge than using a free weight.",Quadriceps
Sissy squat,"The sissy squat is a bodyweight squat variation that involves letting the knees travel far over the toes, placing an extreme stretch on the quads. This movement targets the quad muscles directly and can be performed in partial or full ranges of motion based on knee health and pain.",Quadriceps
Wall ball toss,"The wall ball toss is an explosive full-body exercise utilizing a medicine ball. It involves squatting down, then explosively pressing a weighted ball into the air and catching it on a bounce off of a vertical surface. It is common in CrossFit workouts and can be performed for time or reps.",Quadriceps
Bosu Ball Squat,No Desc,Quadriceps
Exercise ball Bulgarian split squat,"The exercise ball Bulgarian split squat is an exercise that builds the quads, hamstrings, and glutes one leg at a time. The exercise ball is used to support the trailing shin and foot. Due to the balance challenge, this version of the split squat is usually performed for moderate to high reps with body weight only or light weights in the hands. If balance is a problem, you can stick the ball in the corner of a room while performing the exercise.",Quadriceps
Internal Rotation with Band,No Desc,Shoulders
Band Pull Apart,"The band pull-apart is an exercise targeting the upper back muscles, including the trapezius, rear delts, and rhomboids. The band creates dynamic tension, allowing you to really focus on contracting these muscles, making it a great activation drill prior to upper-body lifting.",Shoulders
Back Flyes - With Bands,No Desc,Shoulders
Lateral Raise - With Bands,No Desc,Shoulders
Shoulder Press - With Bands,No Desc,Shoulders
External Rotation with Band,No Desc,Shoulders
FYR Band Pull-Apart,No Desc,Shoulders
HM Lateral Raise,No Desc,Shoulders
Rusin Banded Over-And-Back,No Desc,Shoulders
Rusin Banded Face Pull,No Desc,Shoulders
UP Band Pull-Apart,No Desc,Shoulders
Jordan Shallow Band-Resisted Thread the Needle,No Desc,Shoulders
30 Shoulders Seated Banded Barbell Shoulder Press,No Desc,Shoulders
Band shoulder press,"The band shoulder press is a deltoid exercise and an alternative to the classic dumbbell shoulder press. The dynamic tension of the band forces the core to stabilize the body and more closely matches the strength curve of the shoulder press. It can be performed in low reps, such as 5-8 reps per set, to build shoulder strength, or for higher reps to build muscle and for conditioning. It can work as the main focus of a shoulder day but is also popular as an accessory movement to the bench press or barbell military press.",Shoulders
Band lateral raise,"The band lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a variation of the dumbbell lateral raise, a staple strength-training move. The band lateral raise is a great option for warm-up or accessory work on upper-body training days. The dynamic tension of the band provides constant tension and matches the strength curve of the movement. It is usually performed for moderate to high reps, at least 8-12 reps, as part of the upper-body or shoulder-focused portion of a workout.",Shoulders
Band upright row,"The band upright row is a popular movement for building stronger and bigger traps and shoulders and similar to the dumbbell upright row. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. Using the band provides dynamic resistance and is easier on the shoulder than using a barbell. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.",Shoulders
Staggered-stance band shoulder press,"The staggered-stance band shoulder press is a deltoid exercise and a variation of the band shoulder press. The dynamic tension of the band forces the core to stabilize the body, and the staggered-stance provides more stability and relieves tension on the back. It can be performed in low reps, such as 5-8 reps per set, to build shoulder strength, or for higher reps to build muscle and for conditioning. It can work as the main focus of a shoulder day but is also popular as an accessory movement to the bench press or barbell military press.",Shoulders
Single-arm banded landmine press,"The single-arm banded landmine press is an upper-body exercise that uses an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. The band adds constant tension and dynamic resistance to the exercise. The movement focuses primarily on the muscles of the shoulders or deltoids and can be trained in traditional muscle and strength-focused rep ranges or for higher reps.",Shoulders
Band front raise rear fly row combo,"The band front raise rear fly row combo is a combination of three different shoulder exercises to build and strengthen the anterior, middle deltoids, and posterior portions of the shoulders. It requires a continuous loop band to provide constant, dynamic tension throughout the movement. In addition to the front and rear delts, this exercise works the arms, chest, back, and core, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day.",Shoulders
Jordan Shallow Foam Roller Thoracic Extension,No Desc,Shoulders
Jordan Shallow Thread the Needle (with Foam Roller),No Desc,Shoulders
Clean and press,"The clean and press is a full-body lift comprised of two movements: the clean, where the bar is pulled from the floor and caught in the front rack position in three pulls or phases, followed by the overhead press. Decades ago, it was contested in the Olympics. Today, it remains a worthy centerpiece of a power and strength training program, and has full-body benefits when done for low reps as well as moderate to high reps.",Shoulders
Clean and jerk,"The clean and jerk is a full-body lift that is one of two contested lifts in Olympic weightlifting competitions. It is comprised of two movements: the clean, where the bar is pulled from the floor and caught in the front rack position in three pulls or phases, followed by the jerk overhead. The clean and jerk hits every muscle from head to toe and can be the centerpiece of a lifting program. It is also popular in CrossFit and athletic training programs. It is usually performed in low rep ranges, focusing on power and movement quality.",Shoulders
Military press,"The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a fourth powerlift, but is rarely competed anymore. However, being able to press a significant weight overhead remains a popular marker of upper-body strength. The military press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Shoulders
Seated barbell shoulder press,"The seated barbell shoulder press is a classic exercise for building muscle and strength in the shoulders. The triceps also play a significant role in pressing the barbell overhead. Performing the movement seated reduces help from the lower body and decreases the risk of overextending the lumbar spine during the movement. This press variation can be the primary pressing movement on an upper-body or shoulder day, or an effective accessory movement later in a workout.",Shoulders
Snatch-Grip Behind-The-Neck Overhead Press,No Desc,Shoulders
Standing Bradford press,"The standing Bradford press is an obscure yet effective shoulder exercise that alternates front presses with behind-the-neck presses. It can be used as a warm-up for other press variations on a shoulder day, or as a muscle-building movement on its own in a shoulder or upper-body focused workout. It is usually performed for relatively high reps, such as 8-15 reps per set or higher, or just to the point of fatigue.",Shoulders
Barbell Shoulder Press,"The seated barbell shoulder pressis a classic exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also play a significant roles in pressing the barbell overhead.",Shoulders
Barbell rear delt bent-over row,"The barbell rear delt bent-over row is a movement used to target the shoulders as well as the upper-back muscles. It is performed with lighter weights than a traditional barbell bent-over row, and is usually performed for higher reps, such as 8-15 reps per set, as part of a back or upper-body workout.",Shoulders
Barbell upright row,The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.,Shoulders
Bradford/Rocky Presses,No Desc,Shoulders
Lying rear delt fly,"The lying rear delt fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movement lying face down on a bench, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",Shoulders
Machine Shoulder (Military) Press,The machine shoulder press is an upper body exercise targeting the deltoids.,Shoulders
Standing Barbell Press Behind Neck,"The standing behind-the-head press is a classic shoulder exercise that was used widely during bodybuilding's professed Golden Era. In addition to the deltoids, it also works the trapezius and triceps muscles. It may not be a good choice for some people's shoulders, depending on their injury history. It can be trained in strength-focused rep ranges, but is more commonly trained in moderate to high reps, such as 8-15 reps per set.",Shoulders
Barbell front raise,"The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout.",Shoulders
Overhead bar front raise,"The overhead bar front raise is an exercise targeting the muscles of the traps (trapezius), especially the upper traps, as well as the front or anterior shoulders. It can also be performed with a weight plate or dumbbell, providing a neutral grip that may be more shoulder-friendly for some lifters. Overhead raises are most common for high reps (at least 8-12 reps per set or higher) on a shoulder, trap, or other upper-body-focused muscle-building day.",Shoulders
Incline barbell shoulder protraction,"The incline barbell shoulder protraction is an upper-body movement that targets strength and mobility in the scapula or shoulder blades. This can help increase pressing strength and prevent injury. It also helps develop the serratus anterior, an often-neglected muscle around the ribcage that can aid in shoulder health and upper-body muscle definition. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 8-12 reps per set or more.",Shoulders
Behind-the-head push-press,The behind-the-head push-press is an overhead press variation in which the barbell starts in the back rack position and is pushed overhead with assistance from the lower body. It is most often seen in training for Olympic weightlifting. It can be part of a barbell complex or performed for low reps focusing on power and movement quality.,Shoulders
Rack Delivery,No Desc,Shoulders
Smith Incline Shoulder Raise,No Desc,Shoulders
Tall Muscle Snatch,No Desc,Shoulders
Axle Clean And Press,No Desc,Shoulders
Jerk Balance,No Desc,Shoulders
Seated EZ-bar shrug,"The seated EZ-bar shrug is an exercise targeting the trapezius muscle, that V-shaped muscle that forms a triangle where the shoulders meet the neck. It is usually performed for moderate to high reps during an upper-body or shoulders and traps-focused workout.",Shoulders
Paul Carter Barbell Seated Military Press,"The seated barbell shoulder pressis a classic exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also play a significant roles in pressing the barbell overhead.",Shoulders
TBS Barbell Military Press,"The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a fourth powerlift, but is rarely competed anymore. However, being able to press a significant weight overhead remains a popular marker of upper-body strength. The military press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Shoulders
Incline Front Barbell Raise - Gethin Variation,"The incline face-down bar front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.",Shoulders
Barbell Front Raise - Gethin Variation,"The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout.",Shoulders
Single-arm barbell lateral raise,"The single-arm barbell lateral raise is an isolation exercise targeting the shoulders. It is more challenging than using a dumbbell and has an instability component that may make the deltoid muscles work harder. It is generally performed one side at a time for moderate to high reps, such as 8-15 reps per set, as part of a shoulder-focused workout.",Shoulders
AM Upright Row,The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.,Shoulders
AM Barbell Shoulder Press,"The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Shoulders
Standing barbell shoulder press,"The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Shoulders
King Maker Barbell Thruster,"The barbell thruster is a full-body exercise that incorporates both squatting and pressing in one functional movement. It's especially common in contemporary CrossFit workouts, but also in general strength training. The barbell is usually cleaned into place first, but it could be performed taken from a squat rack in a front-rack position. The thruster can be performed in traditional strength-focused rep ranges to build strength in the press, or in higher reps for full-body conditioning.",Shoulders
Single-arm incline cable cross-over,"The single-arm incline cable cross-over is an isolation movement that uses a cable stack and a bench to target the upper part of the pectoral muscles. Working the chest one side at a time allows you to focus on balance between the sides of your chest and really feel the chest muscles contracting. It is common in upper-body and chest-focused muscle-building workouts, often in combination with other presses or flyes to target the chest from different angles.",Shoulders
Barbell bear complex,"The barbell bear complex is a series of barbell lifts that run together in a single sequence: a barbell power clean, front squat, push-press, back squat, and another push-press from behind the neck. It trains the entire body for both building strength and improving conditioning. It is often performed for rounds, either with or without rest between rounds.",Shoulders
30 Shoulders Barbell Shrug,No Desc,Shoulders
30 Shoulders Incline Face-Up Straight-Bar Front Raise,No Desc,Shoulders
30 Shoulders Seated Dumbbell Shoulder Press,No Desc,Shoulders
30 Shoulders Standing Behind-The-Head Shoulder Press,No Desc,Shoulders
30 Shoulders Standing Barbell Press,No Desc,Shoulders
FYR2 Wide Overhead Press,No Desc,Shoulders
Single-arm kettlebell push-press,"The single-arm kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Shoulders
Two-Arm Kettlebell Military Press,No Desc,Shoulders
Alternating Kettlebell Press,No Desc,Shoulders
Single-arm kettlebell snatch,"The single-arm kettlebell snatch is a kettlebell exercise that involves lifting a kettlebell overhead in a single motion. It is popular as a full-body strength and conditioning movement, but it's also competed for reps in Russian-style girevoy sport. A ""snatch test"" of max reps in 5 or 10 minutes is also a common measurement of conditioning in kettlebell training. It can be performed from the ground or with a swing",Shoulders
Single-arm kettlebell clean and jerk,"The single-arm kettlebell clean and jerk is a popular kettlebell movement that is performed both in an exercise setting and competitively as a part of Russian-style girevoy sport. It differs from a clean and push-press in that the lifter ""dips"" under the weight rather than simply using the legs to help push the weight up. Each rep of a clean and jerk is preceded by a clean at the start of each set. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Shoulders
Kettlebell pirate ship,"The kettlebell pirate ship is a rotational shoulder and core-focused kettlebell movement. It demands the lifter raise the kettlebell to the side in both directions, emphasizing core strength in the transverse abdominis and obliques in particular. It is best learned with a light weight, using controlled movements in both directions.",Shoulders
Two-Arm Kettlebell Clean,No Desc,Shoulders
Double Kettlebell Push Press,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Shoulders
Kettlebell Seated Press,No Desc,Shoulders
Double Kettlebell Jerk,No Desc,Shoulders
Kettlebell Arnold Press,No Desc,Shoulders
Double-kettlebell windmill,"The double-kettlebell windmill is an advanced kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. Because it involves holding one weight overhead while holding another under the torso, it builds strength across the core and stability in the shoulders. It doesn't work well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.",Shoulders
One-Arm Kettlebell Split Snatch,No Desc,Shoulders
One-Arm Kettlebell Para Press,No Desc,Shoulders
One-Arm Kettlebell Split Jerk,No Desc,Shoulders
One-Arm Kettlebell Military Press To The Side,No Desc,Shoulders
One-Arm Kettlebell Jerk,No Desc,Shoulders
Double Kettlebell Snatch,No Desc,Shoulders
Two-Arm Kettlebell Jerk,No Desc,Shoulders
FYR Kettlebell Power Clean,"The kettlebell power clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",Shoulders
Kettlebell upright row,"The kettlebell upright row is an exercise targeting the muscles of the traps (trapezius), as well as the posterior muscles of the shoulders or deltoid muscles. It is common as a light- or moderate-weight accessory movement in upper-body or shoulder training, usually in rep ranges of 8-12 or more. It may not be appropriate for some people, depending on their shoulder health.",Shoulders
Kettlebell upright row and press,"The kettlebell upright row and press is a combination of two popular kettlebell movements in a single sequence. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss, or in a kettlebell complex or flow.",Shoulders
Single-arm kettlebell thruster,"The single-arm kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press. It is preceded by a clean at the start of each set, and you can perform a clean between each rep if you choose. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex.",Shoulders
Double-kettlebell shoulder press,"The double-kettlebell shoulder press is a popular movement in strength and muscle-focused kettlebell workouts. Each set is started by cleaning the weights up to the rack position. The weights can optionally be re-cleaned between each rep, which is known as a clean and press. The double press can be trained in traditional strength or muscle-growth rep ranges (e.g., 5x5 or 8-12 reps per set), or in circuit-style fat-loss training or kettlebell complexes.",Shoulders
